   501      101
 1.40000E-01      1.00000E-02      3.12749E-01
 1.40000E-01      2.00000E-02      3.14653E-01
 1.40000E-01      3.00000E-02      3.16739E-01
 1.40000E-01      4.00000E-02      3.18745E-01
 1.40000E-01      5.00000E-02      3.20535E-01
 1.40000E-01      6.00000E-02      3.22044E-01
 1.40000E-01      7.00000E-02      3.23246E-01
 1.40000E-01      8.00000E-02      3.24133E-01
 1.40000E-01      9.00000E-02      3.24704E-01
 1.40000E-01      1.00000E-01      3.24968E-01
 1.40000E-01      1.10000E-01      3.24933E-01
 1.40000E-01      1.20000E-01      3.24612E-01
 1.40000E-01      1.30000E-01      3.24015E-01
 1.40000E-01      1.40000E-01      3.23156E-01
 1.40000E-01      1.50000E-01      3.22049E-01
 1.40000E-01      1.60000E-01      3.20705E-01
 1.40000E-01      1.70000E-01      3.19138E-01
 1.40000E-01      1.80000E-01      3.17361E-01
 1.40000E-01      1.90000E-01      3.15386E-01
 1.40000E-01      2.00000E-01      3.13227E-01
 1.40000E-01      2.10000E-01      3.10895E-01
 1.40000E-01      2.20000E-01      3.08403E-01
 1.40000E-01      2.30000E-01      3.05762E-01
 1.40000E-01      2.40000E-01      3.02985E-01
 1.40000E-01      2.50000E-01      3.00082E-01
 1.40000E-01      2.60000E-01      2.97063E-01
 1.40000E-01      2.70000E-01      2.93940E-01
 1.40000E-01      2.80000E-01      2.90720E-01
 1.40000E-01      2.90000E-01      2.87413E-01
 1.40000E-01      3.00000E-01      2.84026E-01
 1.40000E-01      3.10000E-01      2.80568E-01
 1.40000E-01      3.20000E-01      2.77044E-01
 1.40000E-01      3.30000E-01      2.73461E-01
 1.40000E-01      3.40000E-01      2.69825E-01
 1.40000E-01      3.50000E-01      2.66140E-01
 1.40000E-01      3.60000E-01      2.62412E-01
 1.40000E-01      3.70000E-01      2.58643E-01
 1.40000E-01      3.80000E-01      2.54839E-01
 1.40000E-01      3.90000E-01      2.51002E-01
 1.40000E-01      4.00000E-01      2.47135E-01
 1.40000E-01      4.10000E-01      2.43242E-01
 1.40000E-01      4.20000E-01      2.39324E-01
 1.40000E-01      4.30000E-01      2.35383E-01
 1.40000E-01      4.40000E-01      2.31423E-01
 1.40000E-01      4.50000E-01      2.27444E-01
 1.40000E-01      4.60000E-01      2.23449E-01
 1.40000E-01      4.70000E-01      2.19439E-01
 1.40000E-01      4.80000E-01      2.15414E-01
 1.40000E-01      4.90000E-01      2.11377E-01
 1.40000E-01      5.00000E-01      2.07328E-01
 1.40000E-01      5.10000E-01      2.03269E-01
 1.40000E-01      5.20000E-01      1.99200E-01
 1.40000E-01      5.30000E-01      1.95122E-01
 1.40000E-01      5.40000E-01      1.91037E-01
 1.40000E-01      5.50000E-01      1.86943E-01
 1.40000E-01      5.60000E-01      1.82843E-01
 1.40000E-01      5.70000E-01      1.78737E-01
 1.40000E-01      5.80000E-01      1.74626E-01
 1.40000E-01      5.90000E-01      1.70509E-01
 1.40000E-01      6.00000E-01      1.66387E-01
 1.40000E-01      6.10000E-01      1.62261E-01
 1.40000E-01      6.20000E-01      1.58131E-01
 1.40000E-01      6.30000E-01      1.53997E-01
 1.40000E-01      6.40000E-01      1.49860E-01
 1.40000E-01      6.50000E-01      1.45720E-01
 1.40000E-01      6.60000E-01      1.41577E-01
 1.40000E-01      6.70000E-01      1.37431E-01
 1.40000E-01      6.80000E-01      1.33283E-01
 1.40000E-01      6.90000E-01      1.29133E-01
 1.40000E-01      7.00000E-01      1.24981E-01
 1.40000E-01      7.10000E-01      1.20827E-01
 1.40000E-01      7.20000E-01      1.16671E-01
 1.40000E-01      7.30000E-01      1.12514E-01
 1.40000E-01      7.40000E-01      1.08355E-01
 1.40000E-01      7.50000E-01      1.04196E-01
 1.40000E-01      7.60000E-01      1.00035E-01
 1.40000E-01      7.70000E-01      9.58727E-02
 1.40000E-01      7.80000E-01      9.17098E-02
 1.40000E-01      7.90000E-01      8.75459E-02
 1.40000E-01      8.00000E-01      8.33812E-02
 1.40000E-01      8.10000E-01      7.92158E-02
 1.40000E-01      8.20000E-01      7.50498E-02
 1.40000E-01      8.30000E-01      7.08831E-02
 1.40000E-01      8.40000E-01      6.67159E-02
 1.40000E-01      8.50000E-01      6.25483E-02
 1.40000E-01      8.60000E-01      5.83801E-02
 1.40000E-01      8.70000E-01      5.42116E-02
 1.40000E-01      8.80000E-01      5.00427E-02
 1.40000E-01      8.90000E-01      4.58735E-02
 1.40000E-01      9.00000E-01      4.17040E-02
 1.40000E-01      9.10000E-01      3.75343E-02
 1.40000E-01      9.20000E-01      3.33643E-02
 1.40000E-01      9.30000E-01      2.91942E-02
 1.40000E-01      9.40000E-01      2.50239E-02
 1.40000E-01      9.50000E-01      2.08534E-02
 1.40000E-01      9.60000E-01      1.66829E-02
 1.40000E-01      9.70000E-01      1.25122E-02
 1.40000E-01      9.80000E-01      8.34153E-03
 1.40000E-01      9.90000E-01      4.17077E-03
 1.40000E-01      1.00000E+00      4.17077E-03
 
 1.42000E-01      0.00000E+00      3.17319E-01
 1.42000E-01      1.00000E-02      3.18663E-01
 1.42000E-01      2.00000E-02      3.20435E-01
 1.42000E-01      3.00000E-02      3.22398E-01
 1.42000E-01      4.00000E-02      3.24293E-01
 1.42000E-01      5.00000E-02      3.25980E-01
 1.42000E-01      6.00000E-02      3.27393E-01
 1.42000E-01      7.00000E-02      3.28505E-01
 1.42000E-01      8.00000E-02      3.29305E-01
 1.42000E-01      9.00000E-02      3.29793E-01
 1.42000E-01      1.00000E-01      3.29976E-01
 1.42000E-01      1.10000E-01      3.29863E-01
 1.42000E-01      1.20000E-01      3.29465E-01
 1.42000E-01      1.30000E-01      3.28794E-01
 1.42000E-01      1.40000E-01      3.27862E-01
 1.42000E-01      1.50000E-01      3.26682E-01
 1.42000E-01      1.60000E-01      3.25267E-01
 1.42000E-01      1.70000E-01      3.23630E-01
 1.42000E-01      1.80000E-01      3.21784E-01
 1.42000E-01      1.90000E-01      3.19741E-01
 1.42000E-01      2.00000E-01      3.17515E-01
 1.42000E-01      2.10000E-01      3.15116E-01
 1.42000E-01      2.20000E-01      3.12558E-01
 1.42000E-01      2.30000E-01      3.09853E-01
 1.42000E-01      2.40000E-01      3.07011E-01
 1.42000E-01      2.50000E-01      3.04045E-01
 1.42000E-01      2.60000E-01      3.00964E-01
 1.42000E-01      2.70000E-01      2.97778E-01
 1.42000E-01      2.80000E-01      2.94497E-01
 1.42000E-01      2.90000E-01      2.91129E-01
 1.42000E-01      3.00000E-01      2.87683E-01
 1.42000E-01      3.10000E-01      2.84165E-01
 1.42000E-01      3.20000E-01      2.80582E-01
 1.42000E-01      3.30000E-01      2.76941E-01
 1.42000E-01      3.40000E-01      2.73247E-01
 1.42000E-01      3.50000E-01      2.69504E-01
 1.42000E-01      3.60000E-01      2.65718E-01
 1.42000E-01      3.70000E-01      2.61893E-01
 1.42000E-01      3.80000E-01      2.58032E-01
 1.42000E-01      3.90000E-01      2.54139E-01
 1.42000E-01      4.00000E-01      2.50217E-01
 1.42000E-01      4.10000E-01      2.46268E-01
 1.42000E-01      4.20000E-01      2.42295E-01
 1.42000E-01      4.30000E-01      2.38300E-01
 1.42000E-01      4.40000E-01      2.34285E-01
 1.42000E-01      4.50000E-01      2.30252E-01
 1.42000E-01      4.60000E-01      2.26203E-01
 1.42000E-01      4.70000E-01      2.22138E-01
 1.42000E-01      4.80000E-01      2.18060E-01
 1.42000E-01      4.90000E-01      2.13969E-01
 1.42000E-01      5.00000E-01      2.09867E-01
 1.42000E-01      5.10000E-01      2.05755E-01
 1.42000E-01      5.20000E-01      2.01633E-01
 1.42000E-01      5.30000E-01      1.97503E-01
 1.42000E-01      5.40000E-01      1.93364E-01
 1.42000E-01      5.50000E-01      1.89219E-01
 1.42000E-01      5.60000E-01      1.85066E-01
 1.42000E-01      5.70000E-01      1.80908E-01
 1.42000E-01      5.80000E-01      1.76744E-01
 1.42000E-01      5.90000E-01      1.72575E-01
 1.42000E-01      6.00000E-01      1.68402E-01
 1.42000E-01      6.10000E-01      1.64224E-01
 1.42000E-01      6.20000E-01      1.60042E-01
 1.42000E-01      6.30000E-01      1.55857E-01
 1.42000E-01      6.40000E-01      1.51669E-01
 1.42000E-01      6.50000E-01      1.47477E-01
 1.42000E-01      6.60000E-01      1.43283E-01
 1.42000E-01      6.70000E-01      1.39086E-01
 1.42000E-01      6.80000E-01      1.34887E-01
 1.42000E-01      6.90000E-01      1.30686E-01
 1.42000E-01      7.00000E-01      1.26483E-01
 1.42000E-01      7.10000E-01      1.22279E-01
 1.42000E-01      7.20000E-01      1.18072E-01
 1.42000E-01      7.30000E-01      1.13864E-01
 1.42000E-01      7.40000E-01      1.09655E-01
 1.42000E-01      7.50000E-01      1.05445E-01
 1.42000E-01      7.60000E-01      1.01234E-01
 1.42000E-01      7.70000E-01      9.70214E-02
 1.42000E-01      7.80000E-01      9.28081E-02
 1.42000E-01      7.90000E-01      8.85939E-02
 1.42000E-01      8.00000E-01      8.43791E-02
 1.42000E-01      8.10000E-01      8.01635E-02
 1.42000E-01      8.20000E-01      7.59473E-02
 1.42000E-01      8.30000E-01      7.17306E-02
 1.42000E-01      8.40000E-01      6.75134E-02
 1.42000E-01      8.50000E-01      6.32957E-02
 1.42000E-01      8.60000E-01      5.90776E-02
 1.42000E-01      8.70000E-01      5.48591E-02
 1.42000E-01      8.80000E-01      5.06403E-02
 1.42000E-01      8.90000E-01      4.64212E-02
 1.42000E-01      9.00000E-01      4.22018E-02
 1.42000E-01      9.10000E-01      3.79823E-02
 1.42000E-01      9.20000E-01      3.37625E-02
 1.42000E-01      9.30000E-01      2.95425E-02
 1.42000E-01      9.40000E-01      2.53224E-02
 1.42000E-01      9.50000E-01      2.11022E-02
 1.42000E-01      9.60000E-01      1.68819E-02
 1.42000E-01      9.70000E-01      1.26615E-02
 1.42000E-01      9.80000E-01      8.44102E-03
 1.42000E-01      9.90000E-01      4.22052E-03
 1.42000E-01      1.00000E+00      4.22052E-03
 
 1.44000E-01      0.00000E+00      3.23374E-01
 1.44000E-01      1.00000E-02      3.24584E-01
 1.44000E-01      2.00000E-02      3.26222E-01
 1.44000E-01      3.00000E-02      3.28061E-01
 1.44000E-01      4.00000E-02      3.29843E-01
 1.44000E-01      5.00000E-02      3.31426E-01
 1.44000E-01      6.00000E-02      3.32742E-01
 1.44000E-01      7.00000E-02      3.33761E-01
 1.44000E-01      8.00000E-02      3.34473E-01
 1.44000E-01      9.00000E-02      3.34877E-01
 1.44000E-01      1.00000E-01      3.34979E-01
 1.44000E-01      1.10000E-01      3.34787E-01
 1.44000E-01      1.20000E-01      3.34311E-01
 1.44000E-01      1.30000E-01      3.33564E-01
 1.44000E-01      1.40000E-01      3.32558E-01
 1.44000E-01      1.50000E-01      3.31305E-01
 1.44000E-01      1.60000E-01      3.29819E-01
 1.44000E-01      1.70000E-01      3.28111E-01
 1.44000E-01      1.80000E-01      3.26196E-01
 1.44000E-01      1.90000E-01      3.24084E-01
 1.44000E-01      2.00000E-01      3.21790E-01
 1.44000E-01      2.10000E-01      3.19324E-01
 1.44000E-01      2.20000E-01      3.16700E-01
 1.44000E-01      2.30000E-01      3.13930E-01
 1.44000E-01      2.40000E-01      3.11024E-01
 1.44000E-01      2.50000E-01      3.07994E-01
 1.44000E-01      2.60000E-01      3.04850E-01
 1.44000E-01      2.70000E-01      3.01602E-01
 1.44000E-01      2.80000E-01      2.98260E-01
 1.44000E-01      2.90000E-01      2.94831E-01
 1.44000E-01      3.00000E-01      2.91324E-01
 1.44000E-01      3.10000E-01      2.87747E-01
 1.44000E-01      3.20000E-01      2.84105E-01
 1.44000E-01      3.30000E-01      2.80405E-01
 1.44000E-01      3.40000E-01      2.76653E-01
 1.44000E-01      3.50000E-01      2.72853E-01
 1.44000E-01      3.60000E-01      2.69010E-01
 1.44000E-01      3.70000E-01      2.65128E-01
 1.44000E-01      3.80000E-01      2.61211E-01
 1.44000E-01      3.90000E-01      2.57262E-01
 1.44000E-01      4.00000E-01      2.53284E-01
 1.44000E-01      4.10000E-01      2.49280E-01
 1.44000E-01      4.20000E-01      2.45252E-01
 1.44000E-01      4.30000E-01      2.41202E-01
 1.44000E-01      4.40000E-01      2.37133E-01
 1.44000E-01      4.50000E-01      2.33046E-01
 1.44000E-01      4.60000E-01      2.28942E-01
 1.44000E-01      4.70000E-01      2.24824E-01
 1.44000E-01      4.80000E-01      2.20693E-01
 1.44000E-01      4.90000E-01      2.16549E-01
 1.44000E-01      5.00000E-01      2.12394E-01
 1.44000E-01      5.10000E-01      2.08228E-01
 1.44000E-01      5.20000E-01      2.04054E-01
 1.44000E-01      5.30000E-01      1.99871E-01
 1.44000E-01      5.40000E-01      1.95680E-01
 1.44000E-01      5.50000E-01      1.91482E-01
 1.44000E-01      5.60000E-01      1.87278E-01
 1.44000E-01      5.70000E-01      1.83067E-01
 1.44000E-01      5.80000E-01      1.78852E-01
 1.44000E-01      5.90000E-01      1.74631E-01
 1.44000E-01      6.00000E-01      1.70406E-01
 1.44000E-01      6.10000E-01      1.66177E-01
 1.44000E-01      6.20000E-01      1.61944E-01
 1.44000E-01      6.30000E-01      1.57707E-01
 1.44000E-01      6.40000E-01      1.53468E-01
 1.44000E-01      6.50000E-01      1.49225E-01
 1.44000E-01      6.60000E-01      1.44980E-01
 1.44000E-01      6.70000E-01      1.40733E-01
 1.44000E-01      6.80000E-01      1.36483E-01
 1.44000E-01      6.90000E-01      1.32231E-01
 1.44000E-01      7.00000E-01      1.27978E-01
 1.44000E-01      7.10000E-01      1.23722E-01
 1.44000E-01      7.20000E-01      1.19466E-01
 1.44000E-01      7.30000E-01      1.15208E-01
 1.44000E-01      7.40000E-01      1.10948E-01
 1.44000E-01      7.50000E-01      1.06688E-01
 1.44000E-01      7.60000E-01      1.02426E-01
 1.44000E-01      7.70000E-01      9.81637E-02
 1.44000E-01      7.80000E-01      9.39004E-02
 1.44000E-01      7.90000E-01      8.96362E-02
 1.44000E-01      8.00000E-01      8.53714E-02
 1.44000E-01      8.10000E-01      8.11060E-02
 1.44000E-01      8.20000E-01      7.68399E-02
 1.44000E-01      8.30000E-01      7.25734E-02
 1.44000E-01      8.40000E-01      6.83064E-02
 1.44000E-01      8.50000E-01      6.40389E-02
 1.44000E-01      8.60000E-01      5.97711E-02
 1.44000E-01      8.70000E-01      5.55030E-02
 1.44000E-01      8.80000E-01      5.12345E-02
 1.44000E-01      8.90000E-01      4.69658E-02
 1.44000E-01      9.00000E-01      4.26969E-02
 1.44000E-01      9.10000E-01      3.84277E-02
 1.44000E-01      9.20000E-01      3.41584E-02
 1.44000E-01      9.30000E-01      2.98889E-02
 1.44000E-01      9.40000E-01      2.56193E-02
 1.44000E-01      9.50000E-01      2.13496E-02
 1.44000E-01      9.60000E-01      1.70798E-02
 1.44000E-01      9.70000E-01      1.28099E-02
 1.44000E-01      9.80000E-01      8.53996E-03
 1.44000E-01      9.90000E-01      4.26999E-03
 1.44000E-01      1.00000E+00      4.26999E-03
 
 1.46000E-01      0.00000E+00      3.29435E-01
 1.46000E-01      1.00000E-02      3.30510E-01
 1.46000E-01      2.00000E-02      3.32013E-01
 1.46000E-01      3.00000E-02      3.33727E-01
 1.46000E-01      4.00000E-02      3.35395E-01
 1.46000E-01      5.00000E-02      3.36872E-01
 1.46000E-01      6.00000E-02      3.38089E-01
 1.46000E-01      7.00000E-02      3.39016E-01
 1.46000E-01      8.00000E-02      3.39638E-01
 1.46000E-01      9.00000E-02      3.39957E-01
 1.46000E-01      1.00000E-01      3.39976E-01
 1.46000E-01      1.10000E-01      3.39703E-01
 1.46000E-01      1.20000E-01      3.39149E-01
 1.46000E-01      1.30000E-01      3.38326E-01
 1.46000E-01      1.40000E-01      3.37245E-01
 1.46000E-01      1.50000E-01      3.35919E-01
 1.46000E-01      1.60000E-01      3.34360E-01
 1.46000E-01      1.70000E-01      3.32581E-01
 1.46000E-01      1.80000E-01      3.30595E-01
 1.46000E-01      1.90000E-01      3.28414E-01
 1.46000E-01      2.00000E-01      3.26051E-01
 1.46000E-01      2.10000E-01      3.23519E-01
 1.46000E-01      2.20000E-01      3.20829E-01
 1.46000E-01      2.30000E-01      3.17992E-01
 1.46000E-01      2.40000E-01      3.15022E-01
 1.46000E-01      2.50000E-01      3.11928E-01
 1.46000E-01      2.60000E-01      3.08721E-01
 1.46000E-01      2.70000E-01      3.05411E-01
 1.46000E-01      2.80000E-01      3.02007E-01
 1.46000E-01      2.90000E-01      2.98518E-01
 1.46000E-01      3.00000E-01      2.94951E-01
 1.46000E-01      3.10000E-01      2.91314E-01
 1.46000E-01      3.20000E-01      2.87613E-01
 1.46000E-01      3.30000E-01      2.83855E-01
 1.46000E-01      3.40000E-01      2.80045E-01
 1.46000E-01      3.50000E-01      2.76187E-01
 1.46000E-01      3.60000E-01      2.72287E-01
 1.46000E-01      3.70000E-01      2.68349E-01
 1.46000E-01      3.80000E-01      2.64375E-01
 1.46000E-01      3.90000E-01      2.60371E-01
 1.46000E-01      4.00000E-01      2.56337E-01
 1.46000E-01      4.10000E-01      2.52278E-01
 1.46000E-01      4.20000E-01      2.48195E-01
 1.46000E-01      4.30000E-01      2.44091E-01
 1.46000E-01      4.40000E-01      2.39967E-01
 1.46000E-01      4.50000E-01      2.35826E-01
 1.46000E-01      4.60000E-01      2.31669E-01
 1.46000E-01      4.70000E-01      2.27497E-01
 1.46000E-01      4.80000E-01      2.23312E-01
 1.46000E-01      4.90000E-01      2.19115E-01
 1.46000E-01      5.00000E-01      2.14907E-01
 1.46000E-01      5.10000E-01      2.10689E-01
 1.46000E-01      5.20000E-01      2.06462E-01
 1.46000E-01      5.30000E-01      2.02226E-01
 1.46000E-01      5.40000E-01      1.97983E-01
 1.46000E-01      5.50000E-01      1.93734E-01
 1.46000E-01      5.60000E-01      1.89477E-01
 1.46000E-01      5.70000E-01      1.85215E-01
 1.46000E-01      5.80000E-01      1.80948E-01
 1.46000E-01      5.90000E-01      1.76676E-01
 1.46000E-01      6.00000E-01      1.72400E-01
 1.46000E-01      6.10000E-01      1.68119E-01
 1.46000E-01      6.20000E-01      1.63835E-01
 1.46000E-01      6.30000E-01      1.59548E-01
 1.46000E-01      6.40000E-01      1.55257E-01
 1.46000E-01      6.50000E-01      1.50964E-01
 1.46000E-01      6.60000E-01      1.46668E-01
 1.46000E-01      6.70000E-01      1.42370E-01
 1.46000E-01      6.80000E-01      1.38070E-01
 1.46000E-01      6.90000E-01      1.33768E-01
 1.46000E-01      7.00000E-01      1.29464E-01
 1.46000E-01      7.10000E-01      1.25158E-01
 1.46000E-01      7.20000E-01      1.20852E-01
 1.46000E-01      7.30000E-01      1.16543E-01
 1.46000E-01      7.40000E-01      1.12234E-01
 1.46000E-01      7.50000E-01      1.07924E-01
 1.46000E-01      7.60000E-01      1.03612E-01
 1.46000E-01      7.70000E-01      9.92997E-02
 1.46000E-01      7.80000E-01      9.49866E-02
 1.46000E-01      7.90000E-01      9.06728E-02
 1.46000E-01      8.00000E-01      8.63583E-02
 1.46000E-01      8.10000E-01      8.20432E-02
 1.46000E-01      8.20000E-01      7.77276E-02
 1.46000E-01      8.30000E-01      7.34115E-02
 1.46000E-01      8.40000E-01      6.90949E-02
 1.46000E-01      8.50000E-01      6.47780E-02
 1.46000E-01      8.60000E-01      6.04608E-02
 1.46000E-01      8.70000E-01      5.61433E-02
 1.46000E-01      8.80000E-01      5.18255E-02
 1.46000E-01      8.90000E-01      4.75074E-02
 1.46000E-01      9.00000E-01      4.31892E-02
 1.46000E-01      9.10000E-01      3.88707E-02
 1.46000E-01      9.20000E-01      3.45521E-02
 1.46000E-01      9.30000E-01      3.02334E-02
 1.46000E-01      9.40000E-01      2.59145E-02
 1.46000E-01      9.50000E-01      2.15956E-02
 1.46000E-01      9.60000E-01      1.72766E-02
 1.46000E-01      9.70000E-01      1.29575E-02
 1.46000E-01      9.80000E-01      8.63834E-03
 1.46000E-01      9.90000E-01      4.31918E-03
 1.46000E-01      1.00000E+00      4.31918E-03
 
 1.48000E-01      0.00000E+00      3.35501E-01
 1.48000E-01      1.00000E-02      3.36440E-01
 1.48000E-01      2.00000E-02      3.37808E-01
 1.48000E-01      3.00000E-02      3.39396E-01
 1.48000E-01      4.00000E-02      3.40948E-01
 1.48000E-01      5.00000E-02      3.42318E-01
 1.48000E-01      6.00000E-02      3.43435E-01
 1.48000E-01      7.00000E-02      3.44267E-01
 1.48000E-01      8.00000E-02      3.44799E-01
 1.48000E-01      9.00000E-02      3.45031E-01
 1.48000E-01      1.00000E-01      3.44966E-01
 1.48000E-01      1.10000E-01      3.44612E-01
 1.48000E-01      1.20000E-01      3.43979E-01
 1.48000E-01      1.30000E-01      3.43078E-01
 1.48000E-01      1.40000E-01      3.41922E-01
 1.48000E-01      1.50000E-01      3.40521E-01
 1.48000E-01      1.60000E-01      3.38889E-01
 1.48000E-01      1.70000E-01      3.37038E-01
 1.48000E-01      1.80000E-01      3.34982E-01
 1.48000E-01      1.90000E-01      3.32731E-01
 1.48000E-01      2.00000E-01      3.30300E-01
 1.48000E-01      2.10000E-01      3.27700E-01
 1.48000E-01      2.20000E-01      3.24943E-01
 1.48000E-01      2.30000E-01      3.22041E-01
 1.48000E-01      2.40000E-01      3.19005E-01
 1.48000E-01      2.50000E-01      3.15848E-01
 1.48000E-01      2.60000E-01      3.12577E-01
 1.48000E-01      2.70000E-01      3.09205E-01
 1.48000E-01      2.80000E-01      3.05739E-01
 1.48000E-01      2.90000E-01      3.02189E-01
 1.48000E-01      3.00000E-01      2.98562E-01
 1.48000E-01      3.10000E-01      2.94865E-01
 1.48000E-01      3.20000E-01      2.91106E-01
 1.48000E-01      3.30000E-01      2.87289E-01
 1.48000E-01      3.40000E-01      2.83421E-01
 1.48000E-01      3.50000E-01      2.79506E-01
 1.48000E-01      3.60000E-01      2.75549E-01
 1.48000E-01      3.70000E-01      2.71554E-01
 1.48000E-01      3.80000E-01      2.67525E-01
 1.48000E-01      3.90000E-01      2.63464E-01
 1.48000E-01      4.00000E-01      2.59375E-01
 1.48000E-01      4.10000E-01      2.55261E-01
 1.48000E-01      4.20000E-01      2.51123E-01
 1.48000E-01      4.30000E-01      2.46965E-01
 1.48000E-01      4.40000E-01      2.42787E-01
 1.48000E-01      4.50000E-01      2.38592E-01
 1.48000E-01      4.60000E-01      2.34381E-01
 1.48000E-01      4.70000E-01      2.30156E-01
 1.48000E-01      4.80000E-01      2.25918E-01
 1.48000E-01      4.90000E-01      2.21668E-01
 1.48000E-01      5.00000E-01      2.17407E-01
 1.48000E-01      5.10000E-01      2.13137E-01
 1.48000E-01      5.20000E-01      2.08858E-01
 1.48000E-01      5.30000E-01      2.04570E-01
 1.48000E-01      5.40000E-01      2.00275E-01
 1.48000E-01      5.50000E-01      1.95973E-01
 1.48000E-01      5.60000E-01      1.91666E-01
 1.48000E-01      5.70000E-01      1.87352E-01
 1.48000E-01      5.80000E-01      1.83033E-01
 1.48000E-01      5.90000E-01      1.78710E-01
 1.48000E-01      6.00000E-01      1.74383E-01
 1.48000E-01      6.10000E-01      1.70051E-01
 1.48000E-01      6.20000E-01      1.65716E-01
 1.48000E-01      6.30000E-01      1.61378E-01
 1.48000E-01      6.40000E-01      1.57037E-01
 1.48000E-01      6.50000E-01      1.52693E-01
 1.48000E-01      6.60000E-01      1.48347E-01
 1.48000E-01      6.70000E-01      1.43999E-01
 1.48000E-01      6.80000E-01      1.39648E-01
 1.48000E-01      6.90000E-01      1.35296E-01
 1.48000E-01      7.00000E-01      1.30942E-01
 1.48000E-01      7.10000E-01      1.26587E-01
 1.48000E-01      7.20000E-01      1.22230E-01
 1.48000E-01      7.30000E-01      1.17872E-01
 1.48000E-01      7.40000E-01      1.13513E-01
 1.48000E-01      7.50000E-01      1.09152E-01
 1.48000E-01      7.60000E-01      1.04791E-01
 1.48000E-01      7.70000E-01      1.00429E-01
 1.48000E-01      7.80000E-01      9.60668E-02
 1.48000E-01      7.90000E-01      9.17035E-02
 1.48000E-01      8.00000E-01      8.73396E-02
 1.48000E-01      8.10000E-01      8.29752E-02
 1.48000E-01      8.20000E-01      7.86102E-02
 1.48000E-01      8.30000E-01      7.42449E-02
 1.48000E-01      8.40000E-01      6.98791E-02
 1.48000E-01      8.50000E-01      6.55130E-02
 1.48000E-01      8.60000E-01      6.11466E-02
 1.48000E-01      8.70000E-01      5.67800E-02
 1.48000E-01      8.80000E-01      5.24131E-02
 1.48000E-01      8.90000E-01      4.80460E-02
 1.48000E-01      9.00000E-01      4.36787E-02
 1.48000E-01      9.10000E-01      3.93112E-02
 1.48000E-01      9.20000E-01      3.49436E-02
 1.48000E-01      9.30000E-01      3.05759E-02
 1.48000E-01      9.40000E-01      2.62081E-02
 1.48000E-01      9.50000E-01      2.18402E-02
 1.48000E-01      9.60000E-01      1.74722E-02
 1.48000E-01      9.70000E-01      1.31042E-02
 1.48000E-01      9.80000E-01      8.73617E-03
 1.48000E-01      9.90000E-01      4.36809E-03
 1.48000E-01      1.00000E+00      4.36809E-03
 
 1.50000E-01      0.00000E+00      3.41573E-01
 1.50000E-01      1.00000E-02      3.42375E-01
 1.50000E-01      2.00000E-02      3.43606E-01
 1.50000E-01      3.00000E-02      3.45066E-01
 1.50000E-01      4.00000E-02      3.46501E-01
 1.50000E-01      5.00000E-02      3.47763E-01
 1.50000E-01      6.00000E-02      3.48779E-01
 1.50000E-01      7.00000E-02      3.49514E-01
 1.50000E-01      8.00000E-02      3.49956E-01
 1.50000E-01      9.00000E-02      3.50100E-01
 1.50000E-01      1.00000E-01      3.49950E-01
 1.50000E-01      1.10000E-01      3.49513E-01
 1.50000E-01      1.20000E-01      3.48800E-01
 1.50000E-01      1.30000E-01      3.47821E-01
 1.50000E-01      1.40000E-01      3.46588E-01
 1.50000E-01      1.50000E-01      3.45112E-01
 1.50000E-01      1.60000E-01      3.43407E-01
 1.50000E-01      1.70000E-01      3.41484E-01
 1.50000E-01      1.80000E-01      3.39356E-01
 1.50000E-01      1.90000E-01      3.37035E-01
 1.50000E-01      2.00000E-01      3.34535E-01
 1.50000E-01      2.10000E-01      3.31867E-01
 1.50000E-01      2.20000E-01      3.29043E-01
 1.50000E-01      2.30000E-01      3.26075E-01
 1.50000E-01      2.40000E-01      3.22974E-01
 1.50000E-01      2.50000E-01      3.19752E-01
 1.50000E-01      2.60000E-01      3.16419E-01
 1.50000E-01      2.70000E-01      3.12984E-01
 1.50000E-01      2.80000E-01      3.09456E-01
 1.50000E-01      2.90000E-01      3.05845E-01
 1.50000E-01      3.00000E-01      3.02158E-01
 1.50000E-01      3.10000E-01      2.98402E-01
 1.50000E-01      3.20000E-01      2.94583E-01
 1.50000E-01      3.30000E-01      2.90708E-01
 1.50000E-01      3.40000E-01      2.86782E-01
 1.50000E-01      3.50000E-01      2.82810E-01
 1.50000E-01      3.60000E-01      2.78796E-01
 1.50000E-01      3.70000E-01      2.74745E-01
 1.50000E-01      3.80000E-01      2.70659E-01
 1.50000E-01      3.90000E-01      2.66543E-01
 1.50000E-01      4.00000E-01      2.62399E-01
 1.50000E-01      4.10000E-01      2.58230E-01
 1.50000E-01      4.20000E-01      2.54038E-01
 1.50000E-01      4.30000E-01      2.49825E-01
 1.50000E-01      4.40000E-01      2.45593E-01
 1.50000E-01      4.50000E-01      2.41344E-01
 1.50000E-01      4.60000E-01      2.37080E-01
 1.50000E-01      4.70000E-01      2.32802E-01
 1.50000E-01      4.80000E-01      2.28511E-01
 1.50000E-01      4.90000E-01      2.24208E-01
 1.50000E-01      5.00000E-01      2.19895E-01
 1.50000E-01      5.10000E-01      2.15572E-01
 1.50000E-01      5.20000E-01      2.11241E-01
 1.50000E-01      5.30000E-01      2.06901E-01
 1.50000E-01      5.40000E-01      2.02555E-01
